X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-7.692596,53.288234,2021/07/22 00:00:00+00,1189,289139,,5026,2021/07/20 00:00:00+00,286344,14886,1625,28852,0,202,161,614,1016,1230,1728,2069,138096,148169,79,9955,23475,54824,50469,46104,40210,29147,22,0,0,0,508,2600,3206,2055,14255,10205,7653
-7.692596,53.288234,2021/07/23 00:00:00+00,1386,290525,,5026,2021/07/21 00:00:00+00,287844,14902,1627,28852,0,202,161,614,1021,1233,1729,2070,138900,148864,80,10024,23594,55458,50762,46278,40296,29228,23,0,0,0,509,2604,3208,2055,14282,10218,7657
-7.692596,53.288234,2021/07/24 00:00:00+00,1345,291870,,5026,2021/07/22 00:00:00+00,289425,14914,1631,28852,0,202,162,616,1024,1233,1729,2071,139740,149603,82,10096,23735,56142,51092,46433,40390,29295,23,0,0,0,510,2608,3209,2055,14313,10224,7658
-7.692596,53.288234,2021/07/25 00:00:00+00,1126,292996,,5026,2021/07/23 00:00:00+00,290798,14927,1632,28852,0,204,162,617,1025,1236,1730,2071,140464,150252,82,10141,23848,56737,51405,46555,40487,29341,23,0,0,0,511,2609,3211,2057,14341,10235,7661
-7.692596,53.288234,2021/07/26 00:00:00+00,1345,294272,,5026,2021/07/24 00:00:00+00,291864,14934,1633,28852,0,205,162,619,1025,1236,1731,2071,141026,150756,82,10183,23932,57191,51623,46664,40558,29382,23,0,0,0,512,2612,3211,2057,14369,10245,7669
-7.692596,53.288234,2021/07/27 00:00:00+00,1120,295386,,5026,2021/07/25 00:00:00+00,293132,14942,1634,28852,0,205,162,619,1027,1237,1731,2071,141676,151374,82,10241,24058,57735,51889,46791,40633,29425,22,0,0,0,513,2612,3212,2061,14389,10249,7673
-7.692596,53.288234,2021/07/28 00:00:00+00,1408,296687,9,5035,2021/07/26 00:00:00+00,294089,14952,1637,28852,0,206,162,620,1030,1237,1732,2073,142142,151863,84,10291,24171,58101,52090,46892,40688,29477,23,0,0,0,514,2613,3212,2062,14405,10251,7674
-7.692596,53.288234,2021/07/29 00:00:00+00,1361,298048,,5035,2021/07/27 00:00:00+00,295513,14979,1644,28852,0,206,162,621,1035,1240,1734,2075,142900,152527,86,10357,24306,58610,52430,47054,40769,29556,25,0,0,0,515,2618,3215,2068,14440,10260,7682
-7.692596,53.288234,2021/07/30 00:00:00+00,1501,299549,,5035,2021/07/28 00:00:00+00,296872,14989,1645,28852,0,206,162,621,1036,1241,1735,2076,143653,153132,87,10404,24414,59191,52754,47181,40853,29611,24,0,0,0,516,2619,3218,2070,14458,10270,7687
-7.692596,53.288234,2021/07/31 00:00:00+00,1427,300976,,5035,2021/07/29 00:00:00+00,298365,15001,1647,28852,0,207,162,621,1037,1241,1737,2079,144428,153850,87,10461,24560,59741,53117,47345,40948,29677,24,0,0,0,517,2622,3220,2070,14488,10287,7692
-7.692596,53.288234,2021/08/01 00:00:00+00,1098,302074,,5035,2021/07/30 00:00:00+00,299790,15017,1648,28852,0,208,162,622,1038,1245,1740,2081,145188,154515,87,10520,24700,60293,53443,47491,41036,29742,24,0,0,0,518,2623,3223,2070,14517,10305,7694
-7.692596,53.288234,2021/08/02 00:00:00+00,1352,303426,,5035,2021/07/31 00:00:00+00,301074,15033,1650,28852,0,208,163,624,1040,1248,1743,2082,145826,155161,87,10592,24834,60759,53709,47659,41125,29801,24,0,0,0,519,2625,3225,2070,14539,10311,7696
-7.692596,53.288234,2021/08/03 00:00:00+00,1015,304310,,5035,2021/08/01 00:00:00+00,302224,15047,1650,28852,0,211,163,628,1041,1251,1743,2082,146374,155762,88,10648,24961,61196,53929,47777,41222,29866,23,0,0,0,520,2625,3226,2072,14557,10320,7699
-7.692596,53.288234,2021/08/04 00:00:00+00,1314,305527,9,5044,2021/08/02 00:00:00+00,303173,15050,1651,28852,0,211,163,631,1041,1251,1743,2082,146840,156244,89,10684,25074,61563,54097,47894,41287,29922,23,0,0,0,521,2625,3226,2072,14572,10328,7702
-7.692596,53.288234,2021/08/05 00:00:00+00,1491,307019,,5044,2021/08/03 00:00:00+00,303624,15055,1651,28852,0,211,164,631,1042,1251,1743,2082,147075,156460,89,10709,25126,61715,54188,47948,41318,29944,24,0,0,0,522,2626,3228,2072,14582,10337,7707
-7.692596,53.288234,2021/08/06 00:00:00+00,1782,308800,,5044,2021/08/04 00:00:00+00,304663,15084,1656,28852,0,211,164,633,1045,1253,1744,2083,147580,156994,89,10765,25211,62088,54417,48062,41395,29998,25,0,0,0,523,2632,3237,2077,14609,10352,7716
-7.692596,53.288234,2021/08/07 00:00:00+00,1828,310628,,5044,2021/08/05 00:00:00+00,307602,15120,1664,28852,0,211,167,635,1051,1259,1747,2087,149186,158324,92,10907,25539,63097,55066,48410,41622,30128,24,0,0,0,524,2637,3240,2081,14671,10384,7728
-7.692596,53.288234,2021/08/08 00:00:00+00,1837,312465,,5044,2021/08/06 00:00:00+00,309234,15153,1671,28852,0,212,168,641,1054,1264,1752,2088,150021,159121,92,10984,25710,63691,55412,48577,41744,30223,24,0,0,0,525,2640,3243,2086,14702,10400,7741
-7.692596,53.288234,2021/08/09 00:00:00+00,1522,313876,,5044,2021/08/07 00:00:00+00,311094,15173,1678,28852,0,213,169,643,1061,1265,1755,2088,151014,159987,93,11048,25895,64398,55823,48753,41897,30301,24,0,0,0,526,2641,3246,2087,14742,10437,7750
-7.692596,53.288234,2021/08/10 00:00:00+00,1508,315385,,5044,2021/08/08 00:00:00+00,312464,15181,1682,28852,0,213,169,645,1061,1267,1757,2088,151698,160673,93,11124,26081,64875,56071,48904,42003,30378,23,0,0,0,527,2643,3246,2087,14769,10455,7754
-7.692596,53.288234,2021/08/11 00:00:00+00,1819,317204,15,5059,2021/08/09 00:00:00+00,313323,15188,1686,28852,0,213,169,645,1061,1268,1759,2089,152141,161089,93,11165,26192,65195,56213,48989,42079,30431,23,0,0,0,528,2644,3248,2087,14786,10467,7756
-7.692596,53.288234,2021/08/12 00:00:00+00,1903,318937,,5059,2021/08/10 00:00:00+00,314542,15230,1693,28852,0,213,169,646,1066,1280,1763,2091,152765,161682,95,11206,26367,65578,56408,49159,42179,30507,25,0,0,0,529,2649,3256,2091,14822,10493,7772
-7.692596,53.288234,2021/08/13 00:00:00+00,1978,320915,,5059,2021/08/11 00:00:00+00,316756,15271,1704,28852,0,216,170,649,1070,1286,1766,2099,153926,162735,95,11290,26617,66345,56828,49420,42379,30627,25,0,0,0,530,2653,3261,2095,14888,10526,7785
-7.692596,53.288234,2021/08/14 00:00:00+00,2074,322989,,5059,2021/08/12 00:00:00+00,318671,15298,1707,28852,0,220,171,650,1076,1287,1769,2101,154874,163700,97,11384,26844,67002,57172,49628,42543,30738,24,0,0,0,531,2655,3265,2098,14945,10559,7805
-7.692596,53.288234,2021/08/15 00:00:00+00,1758,324747,,5059,2021/08/13 00:00:00+00,320708,15331,1711,28852,0,222,171,654,1080,1294,1772,2103,155888,164721,99,11455,27114,67692,57555,49867,42718,30851,24,0,0,0,532,2658,3270,2101,14999,10591,7815
-7.692596,53.288234,2021/08/16 00:00:00+00,1558,326188,,5059,2021/08/14 00:00:00+00,322560,15360,1714,28852,0,222,173,661,1084,1298,1776,2104,156795,165664,101,11525,27355,68317,57858,50077,42909,30961,24,0,0,0,533,2661,3274,2101,15056,10622,7829
-7.692596,53.288234,2021/08/17 00:00:00+00,1496,327684,,5059,2021/08/15 00:00:00+00,323739,15367,1716,28852,0,222,173,662,1085,1298,1777,2107,157383,166255,101,11585,27540,68673,58027,50221,43034,31056,24,0,0,0,534,2662,3274,2101,15085,10637,7830
-7.692596,53.288234,2021/08/18 00:00:00+00,1861,329388,15,5074,2021/08/16 00:00:00+00,325116,15383,1719,28852,0,223,173,663,1087,1301,1777,2107,158105,166906,105,11665,27761,69088,58233,50376,43164,31146,23,0,0,0,535,2666,3277,2103,15119,10661,7852
-7.692596,53.288234,2021/08/19 00:00:00+00,1818,331206,,5074,2021/08/17 00:00:00+00,327234,15417,1723,28852,0,223,173,667,1093,1305,1781,2113,159146,167977,111,11808,28092,69650,58579,50612,43397,31270,25,0,0,0,536,2669,3278,2109,15205,10693,7877
-7.692596,53.288234,2021/08/20 00:00:00+00,2098,333304,,5074,2021/08/18 00:00:00+00,328997,15449,1725,28852,0,224,173,673,1096,1308,1786,2115,160025,168860,112,11917,28357,70138,58857,50826,43581,31391,25,0,0,0,537,2676,3280,2112,15253,10723,7903
-7.692596,53.288234,2021/08/21 00:00:00+00,2125,335429,,5074,2021/08/19 00:00:00+00,330483,15469,1728,28852,0,225,175,674,1098,1308,1791,2119,160761,169609,113,11987,28572,70561,59118,51006,43720,31487,26,0,0,0,538,2678,3281,2114,15310,10747,7924
-7.692596,53.288234,2021/08/22 00:00:00+00,1688,337117,,5074,2021/08/20 00:00:00+00,333516,15509,1735,28852,0,226,177,676,1102,1313,1796,2127,162251,171149,116,12135,29103,71358,59667,51339,44025,31692,25,0,0,0,539,2683,3286,2117,15404,10796,7946
-7.692596,53.288234,2021/08/23 00:00:00+00,1592,338707,,5074,2021/08/21 00:00:00+00,335257,15546,1737,28852,0,228,177,676,1104,1315,1805,2130,163115,172025,117,12231,29365,71786,59970,51561,44220,31808,27,0,0,0,540,2690,3293,2122,15473,10832,7960
-7.692596,53.288234,2021/08/24 00:00:00+00,1571,340278,,5074,2021/08/22 00:00:00+00,336463,15560,1739,28852,0,229,177,678,1106,1316,1807,2133,163695,172651,117,12304,29597,72076,60146,51707,44361,31894,25,0,0,0,541,2692,3293,2123,15515,10843,7969
-7.692596,53.288234,2021/08/25 00:00:00+00,2051,342329,18,5092,2021/08/23 00:00:00+00,337919,15599,1743,28852,0,230,178,680,1109,1320,1812,2134,164429,173372,118,12388,29855,72414,60352,51902,44500,32007,27,0,0,0,542,2698,3302,2130,15571,10889,7990
-7.692596,53.288234,2021/08/26 00:00:00+00,1866,344195,,5092,2021/08/24 00:00:00+00,339138,15642,1748,28852,0,231,179,685,1112,1323,1813,2141,165024,173996,118,12461,30058,72664,60527,52064,44659,32103,29,0,0,0,543,2708,3308,2136,15622,10919,8010
-7.692596,53.288234,2021/08/27 00:00:00+00,1875,346070,,5092,2021/08/25 00:00:00+00,341178,15682,1754,28852,0,231,182,687,1115,1327,1818,2143,166027,175032,119,12569,30404,73116,60839,52332,44890,32236,28,0,0,0,544,2714,3314,2145,15713,10980,8048
-7.692596,53.288234,2021/08/28 00:00:00+00,1997,348067,,5092,2021/08/26 00:00:00+00,342970,15715,1757,28852,0,233,183,690,1118,1331,1821,2147,166901,175947,122,12668,30704,73525,61143,52566,45084,32355,27,0,0,0,545,2718,3316,2152,15780,11018,8076
-7.692596,53.288234,2021/08/29 00:00:00+00,1706,349773,,5092,2021/08/27 00:00:00+00,345030,15750,1759,28852,0,234,186,695,1123,1333,1824,2148,167904,177004,122,12806,31055,74001,61508,52851,45268,32487,26,0,0,0,546,2724,3320,2157,15856,11056,8091
-7.692596,53.288234,2021/08/30 00:00:00+00,1293,351065,,5092,2021/08/28 00:00:00+00,346496,15770,1759,28852,0,235,186,698,1127,1333,1826,2151,168660,177713,123,12907,31312,74322,61706,53062,45444,32591,27,0,0,0,547,2726,3325,2157,15917,11085,8099
-7.692596,53.288234,2021/08/31 00:00:00+00,1382,352447,,5092,2021/08/29 00:00:00+00,347503,15776,1759,28852,0,236,186,698,1127,1333,1826,2151,169163,178217,123,12972,31519,74531,61842,53187,45562,32665,26,0,0,0,548,2728,3327,2158,15971,11095,8108
-7.692596,53.288234,2021/09/01 00:00:00+00,1789,354236,20,5112,2021/08/30 00:00:00+00,349036,15814,1764,28852,0,237,186,707,1130,1334,1830,2158,169917,178995,124,13066,31814,74857,62068,53411,45723,32776,27,0,0,0,549,2732,3331,2163,16027,11117,8126
-7.692596,53.288234,2021/09/02 00:00:00+00,1751,352529,,5112,2021/08/31 00:00:00+00,350741,15830,1766,28852,0,237,187,708,1132,1335,1832,2161,170751,179866,124,13172,32133,75209,62304,53653,45918,32890,27,0,0,0,550,2734,3335,2163,16108,11154,8149
-7.692596,53.288234,2021/09/03 00:00:00+00,1414,353936,,5112,2021/09/01 00:00:00+00,352488,15867,1771,28852,0,238,187,709,1135,1340,1837,2164,171588,180774,126,13270,32422,75579,62551,53894,46129,33008,29,0,0,0,551,2740,3343,2168,16195,11207,8182
-7.692596,53.288234,2021/09/04 00:00:00+00,1703,355639,,5112,2021/09/02 00:00:00+00,353897,15895,1773,28852,0,239,188,711,1136,1341,1839,2165,172315,181454,128,13347,32661,75895,62769,54094,46269,33093,28,0,0,0,552,2748,3347,2175,16261,11246,8211
-7.692596,53.288234,2021/09/05 00:00:00+00,1180,356819,,5112,2021/09/03 00:00:00+00,355599,15929,1776,28852,0,239,189,712,1138,1344,1844,2170,173178,182292,129,13463,32966,76275,63017,54328,46441,33208,26,0,0,0,553,2754,3353,2180,16328,11288,8234
-7.692596,53.288234,2021/09/06 00:00:00+00,1144,357955,,5112,2021/09/04 00:00:00+00,356776,15940,1777,28852,0,240,190,712,1141,1346,1847,2170,173776,182871,129,13551,33195,76517,63173,54486,46556,33279,26,0,0,0,554,2754,3354,2180,16403,11316,8249
-7.692596,53.288234,2021/09/07 00:00:00+00,1470,359420,,5112,2021/09/05 00:00:00+00,357919,15949,1778,28852,0,240,190,712,1143,1348,1848,2172,174326,183464,129,13656,33439,76710,63305,54673,46684,33344,26,0,0,0,555,2756,3354,2180,16451,11342,8264
-7.692596,53.288234,2021/09/08 00:00:00+00,1545,360957,43,5155,2021/09/06 00:00:00+00,359386,15988,1785,28852,0,242,191,712,1143,1353,1855,2178,175061,184195,130,13754,33737,76990,63530,54886,46838,33436,26,0,0,0,556,2764,3363,2181,16507,11379,8278
-7.692596,53.288234,2021/09/09 00:00:00+00,1292,362228,,5155,2021/09/07 00:00:00+00,360930,16012,1786,28852,0,242,191,713,1147,1355,1860,2182,175805,184995,130,13870,34095,77270,63728,55126,46992,33536,25,0,0,0,557,2769,3365,2182,16562,11409,8291
-7.692596,53.288234,2021/09/10 00:00:00+00,1620,363847,,5155,2021/09/08 00:00:00+00,362221,16036,1787,28852,0,244,193,714,1150,1359,1861,2184,176454,185637,130,13948,34427,77481,63905,55345,47121,33606,26,0,0,0,558,2773,3368,2184,16606,11429,8302
-7.692596,53.288234,2021/09/11 00:00:00+00,1466,365313,,5155,2021/09/09 00:00:00+00,363838,16059,1788,28852,0,245,194,715,1155,1363,1862,2184,177269,186435,134,14055,34842,77756,64126,55568,47277,33721,25,0,0,0,559,2778,3370,2187,16658,11467,8317
-7.692596,53.288234,2021/09/12 00:00:00+00,1346,366659,,5155,2021/09/10 00:00:00+00,364335,16081,1789,28852,0,248,195,718,1157,1367,1864,2185,177506,186694,135,14095,34960,77838,64202,55638,47323,33752,26,0,0,0,560,2780,3373,2188,16677,11476,8323
-7.692596,53.288234,2021/09/13 00:00:00+00,1394,367536,,5155,2021/09/11 00:00:00+00,366140,16091,1789,28852,0,249,195,718,1157,1368,1866,2186,178435,187564,141,14242,35446,78138,64424,55907,47494,33859,23,0,0,0,561,2783,3375,2188,16736,11511,8332
-7.692596,53.288234,2021/09/14 00:00:00+00,1181,368712,,5155,2021/09/12 00:00:00+00,367532,16095,1789,28852,0,249,195,719,1157,1369,1866,2186,179104,188283,145,14348,35850,78361,64610,56105,47619,33924,22,0,0,0,562,2783,3375,2190,16790,11537,8337
